State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
40,149,OK,Washita County,"1,781","1,441","2,121",15.6,12.6,18.6,621,492,750,21.3,16.9,25.7,425,327,523,19.4,14.9,23.9,46742.00,"43,062","50,422",.,.,.,.,.,.
40,151,OK,Woods County,"1,151",913,"1,389",14.4,11.4,17.4,299,230,368,17.5,13.4,21.6,205,150,260,17.6,12.9,22.3,48583.00,"43,854","53,312",.,.,.,.,.,.
40,153,OK,Woodward County,"2,910","2,444","3,376",14.6,12.3,16.9,957,782,"1,132",18.1,14.8,21.4,587,447,727,15.9,12.1,19.7,54158.00,"48,958","59,358",.,.,.,.,.,.
41,0,OR,Oregon,"637,505","622,246","652,764",16.5,16.1,16.9,"181,281","173,494","189,068",21.6,20.7,22.5,"118,023","111,476","124,570",19.3,18.2,20.4,50228.00,"49,708","50,748","56,898","52,750","61,046",25.5,23.6,27.4
41,1,OR,Baker County,"2,273","1,706","2,840",14.5,10.9,18.1,755,568,942,24.7,18.6,30.8,550,399,701,24.8,18,31.6,42200.00,"39,649","44,751",.,.,.,.,.,.
41,3,OR,Benton County,"16,999","15,555","18,443",20.8,19,22.6,"2,102","1,636","2,568",14.6,11.4,17.8,"1,405","1,046","1,764",13,9.7,16.3,50714.00,"46,994","54,434",.,.,.,.,.,.
41,5,OR,Clackamas County,"37,313","32,616","42,010",9.7,8.5,10.9,"9,739","7,706","11,772",11.3,8.9,13.7,"5,828","4,341","7,315",8.9,6.6,11.2,66514.00,"64,268","68,760",.,.,.,.,.,.
41,7,OR,Clatsop County,"6,118","5,031","7,205",16.7,13.7,19.7,"1,744","1,394","2,094",24.4,19.5,29.3,"1,119",856,"1,382",21.9,16.8,27,43048.00,"39,506","46,590",.,.,.,.,.,.
41,9,OR,Columbia County,"5,766","4,544","6,988",11.8,9.3,14.3,"1,884","1,462","2,306",17.2,13.4,21,"1,206",884,"1,528",14.5,10.6,18.4,55222.00,"51,930","58,514",.,.,.,.,.,.
41,11,OR,Coos County,"11,973","9,764","14,182",19.6,16,23.2,"3,352","2,590","4,114",30.1,23.3,36.9,"2,045","1,467","2,623",25.4,18.2,32.6,37583.00,"34,976","40,190",.,.,.,.,.,.
41,13,OR,Crook County,"3,597","2,822","4,372",17.4,13.7,21.1,"1,118",867,"1,369",28.3,22,34.6,729,542,916,24,17.8,30.2,43343.00,"39,484","47,202",.,.,.,.,.,.
41,15,OR,Curry County,"4,148","3,327","4,969",18.7,15,22.4,969,762,"1,176",28,22,34,644,481,807,25.9,19.3,32.5,37175.00,"33,837","40,513",.,.,.,.,.,.
41,17,OR,Deschutes County,"25,103","21,694","28,512",15.2,13.1,17.3,"7,148","5,720","8,576",20.1,16.1,24.1,"4,700","3,610","5,790",17.7,13.6,21.8,49427.00,"45,530","53,324",.,.,.,.,.,.
41,19,OR,Douglas County,"20,585","17,724","23,446",19.5,16.8,22.2,"5,812","4,676","6,948",28.6,23,34.2,"3,614","2,702","4,526",24.4,18.2,30.6,40243.00,"38,096","42,390",.,.,.,.,.,.
41,21,OR,Gilliam County,229,177,281,11.9,9.2,14.6,71,55,87,19.7,15.1,24.3,49,36,62,19.8,14.5,25.1,50027.00,"45,013","55,041",.,.,.,.,.,.
41,23,OR,Grant County,"1,295","1,020","1,570",18,14.2,21.8,390,304,476,29,22.6,35.4,268,202,334,26.7,20.1,33.3,40569.00,"36,733","44,405",.,.,.,.,.,.
41,25,OR,Harney County,"1,268",985,"1,551",18.1,14.1,22.1,391,300,482,28,21.5,34.5,266,195,337,25.6,18.8,32.4,37041.00,"33,492","40,590",.,.,.,.,.,.
41,27,OR,Hood River County,"3,315","2,636","3,994",14.8,11.8,17.8,"1,174",907,"1,441",21.4,16.5,26.3,766,562,970,19,13.9,24.1,50891.00,"47,227","54,555",.,.,.,.,.,.
41,29,OR,Jackson County,"38,475","33,114","43,836",18.7,16.1,21.3,"11,603","9,449","13,757",26.7,21.7,31.7,"7,551","5,963","9,139",24,18.9,29.1,43393.00,"40,839","45,947",.,.,.,.,.,.
41,31,OR,Jefferson County,"4,558","3,788","5,328",21.8,18.1,25.5,"1,769","1,406","2,132",33.9,26.9,40.9,"1,182",910,"1,454",31.7,24.4,39,41107.00,"37,132","45,082",.,.,.,.,.,.
41,33,OR,Josephine County,"15,955","13,030","18,880",19.4,15.8,23,"4,806","3,728","5,884",30.7,23.8,37.6,"2,909","2,088","3,730",25.2,18.1,32.3,37619.00,"35,182","40,056",.,.,.,.,.,.
41,35,OR,Klamath County,"11,811","9,739","13,883",18.2,15,21.4,"3,737","2,884","4,590",26.8,20.7,32.9,"2,564","1,898","3,230",25.6,19,32.2,37542.00,"34,914","40,170",.,.,.,.,.,.
41,37,OR,Lake County,"1,543","1,210","1,876",20.9,16.4,25.4,405,313,497,29,22.4,35.6,266,195,337,24.9,18.2,31.6,37856.00,"34,119","41,593",.,.,.,.,.,.
41,39,OR,Lane County,"73,471","67,589","79,353",21.1,19.4,22.8,"16,165","13,701","18,629",24.4,20.7,28.1,"10,318","8,408","12,228",21.1,17.2,25,43778.00,"41,285","46,271",.,.,.,.,.,.
41,41,OR,Lincoln County,"9,206","7,818","10,594",20.1,17.1,23.1,"2,549","2,063","3,035",33,26.7,39.3,"1,641","1,266","2,016",30.1,23.2,37,39801.00,"36,994","42,608",.,.,.,.,.,.
41,43,OR,Linn County,"22,370","19,576","25,164",19,16.6,21.4,"7,148","5,964","8,332",26.3,21.9,30.7,"4,553","3,656","5,450",23,18.5,27.5,44941.00,"42,157","47,725",.,.,.,.,.,.
41,45,OR,Malheur County,"8,016","6,872","9,160",29.4,25.2,33.6,"2,943","2,424","3,462",38.8,32,45.6,"1,868","1,454","2,282",34.4,26.8,42,34565.00,"31,496","37,634",.,.,.,.,.,.
41,47,OR,Marion County,"58,836","52,426","65,246",18.8,16.7,20.9,"22,639","19,616","25,662",27.9,24.2,31.6,"15,461","13,301","17,621",26.3,22.6,30,46919.00,"44,609","49,229",.,.,.,.,.,.
41,49,OR,Morrow County,"1,903","1,520","2,286",16.8,13.4,20.2,769,610,928,24.5,19.4,29.6,523,399,647,22.7,17.3,28.1,51289.00,"47,500","55,078",.,.,.,.,.,.
41,51,OR,Multnomah County,"137,021","128,716","145,326",18.2,17.1,19.3,"34,353","30,544","38,162",23,20.5,25.5,"23,088","20,274","25,902",22.3,19.6,25,53624.00,"51,787","55,461",.,.,.,.,.,.
41,53,OR,Polk County,"13,680","12,018","15,342",18.3,16.1,20.5,"3,864","3,198","4,530",21.8,18.1,25.5,"2,604","2,096","3,112",19.7,15.9,23.5,51224.00,"47,303","55,145",.,.,.,.,.,.
41,55,OR,Sherman County,294,239,349,17.1,13.9,20.3,76,58,94,23.7,18.2,29.2,53,39,67,21.5,15.7,27.3,52679.00,"47,382","57,976",.,.,.,.,.,.
41,57,OR,Tillamook County,"4,116","3,269","4,963",16.6,13.2,20,"1,232",950,"1,514",26.1,20.1,32.1,787,579,995,23.5,17.3,29.7,41584.00,"38,459","44,709",.,.,.,.,.,.
41,59,OR,Umatilla County,"12,416","10,417","14,415",17.1,14.3,19.9,"4,456","3,572","5,340",22.8,18.3,27.3,"2,655","1,990","3,320",18.8,14.1,23.5,47053.00,"44,161","49,945",.,.,.,.,.,.
41,61,OR,Union County,"4,806","4,071","5,541",19.4,16.4,22.4,"1,369","1,112","1,626",24.7,20.1,29.3,867,671,"1,063",21.7,16.8,26.6,41331.00,"38,707","43,955",.,.,.,.,.,.
41,63,OR,Wallowa County,"1,011",778,"1,244",15.1,11.6,18.6,321,247,395,26.3,20.2,32.4,209,153,265,23.7,17.3,30.1,42751.00,"39,951","45,551",.,.,.,.,.,.
41,65,OR,Wasco County,"4,276","3,470","5,082",17.2,14,20.4,"1,420","1,111","1,729",25.9,20.3,31.5,919,673,"1,165",23,16.8,29.2,42461.00,"38,574","46,348",.,.,.,.,.,.
41,67,OR,Washington County,"59,829","53,451","66,207",10.9,9.7,12.1,"18,591","15,979","21,203",13.8,11.9,15.7,"11,854","9,846","13,862",12.1,10,14.2,63632.00,"60,885","66,379",.,.,.,.,.,.
41,69,OR,Wheeler County,307,239,375,22.6,17.6,27.6,93,72,114,39.1,30.1,48.1,62,46,78,35.8,26.3,45.3,33065.00,"29,785","36,345",.,.,.,.,.,.
41,71,OR,Yamhill County,"13,623","11,456","15,790",14.3,12,16.6,"4,324","3,430","5,218",18.6,14.8,22.4,"2,900","2,210","3,590",16.8,12.8,20.8,57427.00,"55,039","59,815",.,.,.,.,.,.
42,0,PA,Pennsylvania,"1,687,854","1,660,532","1,715,176",13.7,13.5,13.9,"513,048","498,164","527,932",19.2,18.6,19.8,"342,181","329,626","354,736",17.5,16.9,18.1,52005.00,"51,751","52,259","158,010","150,101","165,919",22.6,21.5,23.7
42,1,PA,Adams County,"9,289","7,570","11,008",9.5,7.7,11.3,"3,066","2,496","3,636",14.7,12,17.4,"1,906","1,454","2,358",12.2,9.3,15.1,57725.00,"55,109","60,341",.,.,.,.,.,.
42,3,PA,Allegheny County,"161,788","153,128","170,448",13.5,12.8,14.2,"42,930","39,138","46,722",18.5,16.9,20.1,"29,256","26,445","32,067",17.4,15.7,19.1,51400.00,"50,688","52,112",.,.,.,.,.,.
42,5,PA,Armstrong County,"9,890","8,503","11,277",14.7,12.6,16.8,"2,646","2,190","3,102",20.2,16.7,23.7,"1,794","1,435","2,153",18.3,14.6,22,42927.00,"40,387","45,467",.,.,.,.,.,.
42,7,PA,Beaver County,"18,948","15,990","21,906",11.3,9.5,13.1,"5,401","4,323","6,479",16.3,13.1,19.5,"3,661","2,806","4,516",15,11.5,18.5,49215.00,"46,769","51,661",.,.,.,.,.,.
42,9,PA,Bedford County,"6,547","5,349","7,745",13.5,11,16,"2,032","1,629","2,435",20.2,16.2,24.2,"1,397","1,088","1,706",18.4,14.3,22.5,48003.00,"46,221","49,785",.,.,.,.,.,.
42,11,PA,Berks County,"56,294","50,748","61,840",14,12.6,15.4,"19,789","17,562","22,016",21.2,18.8,23.6,"13,357","11,713","15,001",19.4,17,21.8,55634.00,"53,649","57,619",.,.,.,.,.,.
42,13,PA,Blair County,"19,894","17,261","22,527",16.2,14.1,18.3,"6,211","5,314","7,108",24.3,20.8,27.8,"3,963","3,284","4,642",21.3,17.7,24.9,41756.00,"39,154","44,358",.,.,.,.,.,.
42,15,PA,Bradford County,"8,292","6,984","9,600",13.5,11.4,15.6,"2,748","2,255","3,241",20.2,16.6,23.8,"1,822","1,433","2,211",18.4,14.5,22.3,49117.00,"46,051","52,183",.,.,.,.,.,.
42,17,PA,Bucks County,"39,831","34,120","45,542",6.4,5.5,7.3,"11,241","9,374","13,108",8.4,7,9.8,"7,595","6,132","9,058",7.4,6,8.8,73662.00,"71,337","75,987",.,.,.,.,.,.
42,19,PA,Butler County,"16,901","14,734","19,068",9.4,8.2,10.6,"3,814","3,079","4,549",9.9,8,11.8,"2,690","2,110","3,270",9.3,7.3,11.3,58430.00,"55,830","61,030",.,.,.,.,.,.
42,21,PA,Cambria County,"21,465","18,901","24,029",16.2,14.3,18.1,"6,149","5,259","7,039",23.2,19.8,26.6,"4,021","3,312","4,730",20.5,16.9,24.1,40930.00,"38,859","43,001",.,.,.,.,.,.
42,23,PA,Cameron County,703,550,856,14.6,11.4,17.8,190,150,230,22.8,17.9,27.7,135,102,168,21.7,16.4,27,37891.00,"34,364","41,418",.,.,.,.,.,.
42,25,PA,Carbon County,"9,010","7,525","10,495",14.1,11.8,16.4,"2,805","2,333","3,277",22.2,18.5,25.9,"1,825","1,462","2,188",19.1,15.3,22.9,44338.00,"41,963","46,713",.,.,.,.,.,.
42,27,PA,Centre County,"25,320","22,916","27,724",18.4,16.7,20.1,"3,205","2,627","3,783",13.6,11.2,16,"2,154","1,711","2,597",12.5,9.9,15.1,52559.00,"49,210","55,908",.,.,.,.,.,.
42,29,PA,Chester County,"34,633","30,320","38,946",7,6.1,7.9,"9,994","8,264","11,724",8.4,6.9,9.9,"7,065","5,710","8,420",7.9,6.4,9.4,83775.00,"80,601","86,949",.,.,.,.,.,.
42,31,PA,Clarion County,"7,045","6,136","7,954",18.7,16.3,21.1,"1,599","1,305","1,893",21.9,17.9,25.9,"1,046",808,"1,284",19.8,15.3,24.3,40043.00,"37,046","43,040",.,.,.,.,.,.
42,33,PA,Clearfield County,"12,497","10,608","14,386",16.5,14,19,"3,558","2,961","4,155",23.5,19.6,27.4,"2,351","1,904","2,798",20.7,16.8,24.6,39912.00,"37,119","42,705",.,.,.,.,.,.
42,35,PA,Clinton County,"5,245","4,150","6,340",14.2,11.2,17.2,"1,747","1,367","2,127",21.9,17.1,26.7,"1,193",888,"1,498",20.7,15.4,26,44887.00,"41,677","48,097",.,.,.,.,.,.
42,37,PA,Columbia County,"10,650","9,112","12,188",17.1,14.6,19.6,"2,388","1,946","2,830",20.2,16.5,23.9,"1,663","1,321","2,005",19,15.1,22.9,45564.00,"42,754","48,374",.,.,.,.,.,.
42,39,PA,Crawford County,"12,018","10,378","13,658",14.4,12.4,16.4,"4,138","3,328","4,948",22.6,18.2,27,"2,775","2,149","3,401",20.5,15.9,25.1,43793.00,"41,682","45,904",.,.,.,.,.,.
42,41,PA,Cumberland County,"19,611","16,911","22,311",8.6,7.4,9.8,"5,520","4,589","6,451",11.5,9.6,13.4,"3,591","2,793","4,389",10.1,7.9,12.3,60134.00,"57,841","62,427",.,.,.,.,.,.
42,43,PA,Dauphin County,"36,617","31,959","41,275",13.8,12,15.6,"12,063","10,077","14,049",20.4,17,23.8,"8,007","6,466","9,548",19.2,15.5,22.9,53480.00,"51,506","55,454",.,.,.,.,.,.
42,45,PA,Delaware County,"58,964","51,953","65,975",10.9,9.6,12.2,"17,694","15,185","20,203",14.2,12.2,16.2,"11,816","9,857","13,775",13,10.8,15.2,64186.00,"61,833","66,539",.,.,.,.,.,.
42,47,PA,Elk County,"3,044","2,448","3,640",9.8,7.9,11.7,861,687,"1,035",13.9,11.1,16.7,574,434,714,12.3,9.3,15.3,46388.00,"43,259","49,517",.,.,.,.,.,.
42,49,PA,Erie County,"47,894","42,682","53,106",17.9,15.9,19.9,"16,134","14,131","18,137",26.9,23.6,30.2,"10,748","9,147","12,349",24.5,20.8,28.2,44223.00,"42,397","46,049",.,.,.,.,.,.
42,51,PA,Fayette County,"25,206","22,333","28,079",19.2,17,21.4,"7,903","6,847","8,959",30.4,26.3,34.5,"5,496","4,698","6,294",28.5,24.4,32.6,37929.00,"35,371","40,487",.,.,.,.,.,.
42,53,PA,Forest County,"1,248",959,"1,537",24.5,18.8,30.2,193,151,235,38,29.8,46.2,118,89,147,31.5,23.7,39.3,38087.00,"35,198","40,976",.,.,.,.,.,.
42,55,PA,Franklin County,"17,633","15,129","20,137",11.8,10.1,13.5,"5,971","4,948","6,994",17.4,14.4,20.4,"3,961","3,202","4,720",16.1,13,19.2,53913.00,"51,634","56,192",.,.,.,.,.,.
42,57,PA,Fulton County,"1,809","1,450","2,168",12.5,10,15,547,430,664,18.1,14.2,22,377,287,467,16.5,12.5,20.5,46032.00,"43,199","48,865",.,.,.,.,.,.
42,59,PA,Greene County,"5,657","4,584","6,730",16.3,13.2,19.4,"1,607","1,283","1,931",22.5,18,27,"1,096",851,"1,341",20.8,16.1,25.5,45156.00,"41,832","48,480",.,.,.,.,.,.
42,61,PA,Huntingdon County,"6,036","4,986","7,086",14.8,12.2,17.4,"1,808","1,466","2,150",21.3,17.3,25.3,"1,194",932,"1,456",18.7,14.6,22.8,42479.00,"39,915","45,043",.,.,.,.,.,.
42,63,PA,Indiana County,"12,129","10,368","13,890",14.7,12.6,16.8,"3,166","2,494","3,838",20,15.8,24.2,"2,032","1,472","2,592",17.7,12.8,22.6,44504.00,"42,399","46,609",.,.,.,.,.,.
42,65,PA,Jefferson County,"6,848","5,822","7,874",15.5,13.2,17.8,"2,262","1,854","2,670",24,19.7,28.3,"1,473","1,147","1,799",21.6,16.8,26.4,41637.00,"39,603","43,671",.,.,.,.,.,.
42,67,PA,Juniata County,"2,878","2,358","3,398",11.8,9.7,13.9,971,772,"1,170",17.5,13.9,21.1,666,519,813,16.2,12.6,19.8,46183.00,"42,593","49,773",.,.,.,.,.,.
42,69,PA,Lackawanna County,"30,418","26,647","34,189",14.8,13,16.6,"8,783","7,394","10,172",20.8,17.5,24.1,"6,184","5,142","7,226",20,16.6,23.4,44926.00,"43,017","46,835",.,.,.,.,.,.
42,71,PA,Lancaster County,"54,181","48,054","60,308",10.5,9.3,11.7,"19,395","16,223","22,567",15.3,12.8,17.8,"13,430","10,881","15,979",14.6,11.8,17.4,56766.00,"55,078","58,454",.,.,.,.,.,.
42,73,PA,Lawrence County,"12,056","9,997","14,115",13.8,11.4,16.2,"3,771","3,008","4,534",20.9,16.7,25.1,"2,648","2,055","3,241",19.7,15.3,24.1,43199.00,"40,259","46,139",.,.,.,.,.,.
42,75,PA,Lebanon County,"14,738","12,309","17,167",11.2,9.4,13,"4,864","3,909","5,819",16,12.9,19.1,"3,119","2,368","3,870",14.2,10.8,17.6,54952.00,"52,444","57,460",.,.,.,.,.,.
42,77,PA,Lehigh County,"49,242","44,391","54,093",14.2,12.8,15.6,"17,610","15,525","19,695",22.2,19.6,24.8,"12,201","10,594","13,808",20.9,18.2,23.6,53722.00,"50,811","56,633",.,.,.,.,.,.
42,79,PA,Luzerne County,"49,721","44,829","54,613",16.1,14.5,17.7,"16,590","14,677","18,503",26.8,23.7,29.9,"11,011","9,490","12,532",24.1,20.8,27.4,44734.00,"43,018","46,450",.,.,.,.,.,.
42,81,PA,Lycoming County,"15,605","12,998","18,212",14,11.7,16.3,"4,669","3,748","5,590",20,16.1,23.9,"3,188","2,460","3,916",18.9,14.6,23.2,46663.00,"44,193","49,133",.,.,.,.,.,.
42,83,PA,Mc Kean County,"7,539","6,417","8,661",19,16.2,21.8,"2,360","1,962","2,758",27.8,23.1,32.5,"1,520","1,208","1,832",24.4,19.4,29.4,41653.00,"39,862","43,444",.,.,.,.,.,.
42,85,PA,Mercer County,"15,308","12,715","17,901",14.1,11.7,16.5,"5,038","4,090","5,986",22.2,18,26.4,"3,552","2,795","4,309",20.9,16.5,25.3,43936.00,"41,931","45,941",.,.,.,.,.,.
42,87,PA,Mifflin County,"6,658","5,326","7,990",14.5,11.6,17.4,"2,528","1,972","3,084",24.4,19,29.8,"1,664","1,234","2,094",21.9,16.2,27.6,42567.00,"40,019","45,115",.,.,.,.,.,.
42,89,PA,Monroe County,"19,512","16,042","22,982",12,9.9,14.1,"5,944","4,747","7,141",16.7,13.3,20.1,"4,205","3,258","5,152",15,11.6,18.4,55273.00,"52,559","57,987",.,.,.,.,.,.
42,91,PA,Montgomery County,"54,020","48,378","59,662",6.8,6.1,7.5,"14,688","12,566","16,810",8.2,7,9.4,"9,840","8,181","11,499",7.5,6.2,8.8,77021.00,"74,683","79,359",.,.,.,.,.,.
42,93,PA,Montour County,"1,835","1,443","2,227",10.3,8.1,12.5,599,463,735,16.3,12.6,20,403,298,508,15.6,11.6,19.6,53329.00,"50,097","56,561",.,.,.,.,.,.
42,95,PA,Northampton County,"29,237","25,547","32,927",10.1,8.8,11.4,"7,826","6,458","9,194",12.8,10.6,15,"5,436","4,314","6,558",11.7,9.3,14.1,59605.00,"56,870","62,340",.,.,.,.,.,.
42,97,PA,Northumberland County,"13,256","11,095","15,417",14.7,12.3,17.1,"4,209","3,465","4,953",23.1,19,27.2,"2,858","2,294","3,422",21.5,17.2,25.8,41078.00,"39,063","43,093",.,.,.,.,.,.
42,99,PA,Perry County,"4,572","3,758","5,386",10.2,8.4,12,"1,574","1,253","1,895",16.1,12.8,19.4,"1,033",776,"1,290",14.7,11,18.4,56544.00,"53,726","59,362",.,.,.,.,.,.
42,101,PA,Philadelphia County,"390,541","372,414","408,668",26,24.8,27.2,"122,649","113,840","131,458",36.3,33.7,38.9,"79,210","72,834","85,586",34.3,31.5,37.1,36918.00,"36,096","37,740",.,.,.,.,.,.
42,103,PA,Pike County,"5,804","4,630","6,978",10.4,8.3,12.5,"1,811","1,442","2,180",15.8,12.6,19,"1,211",913,"1,509",13,9.8,16.2,60168.00,"55,735","64,601",.,.,.,.,.,.
42,105,PA,Potter County,"2,653","2,170","3,136",15.4,12.6,18.2,885,690,"1,080",24,18.7,29.3,579,431,727,21.5,16,27,39781.00,"36,054","43,508",.,.,.,.,.,.
42,107,PA,Schuylkill County,"19,037","16,396","21,678",13.6,11.7,15.5,"5,613","4,617","6,609",19.8,16.3,23.3,"3,878","3,091","4,665",18.3,14.6,22,41514.00,"39,141","43,887",.,.,.,.,.,.
42,109,PA,Snyder County,"4,463","3,562","5,364",12,9.6,14.4,"1,622","1,271","1,973",19.2,15,23.4,"1,108",837,"1,379",17.4,13.2,21.6,45558.00,"42,948","48,168",.,.,.,.,.,.
42,111,PA,Somerset County,"9,095","7,600","10,590",12.7,10.6,14.8,"2,708","2,179","3,237",19.4,15.6,23.2,"1,715","1,318","2,112",16.3,12.5,20.1,42712.00,"40,401","45,023",.,.,.,.,.,.
42,113,PA,Sullivan County,885,696,"1,074",14.3,11.2,17.4,183,142,224,21.9,17,26.8,118,88,148,21.4,16,26.8,41668.00,"38,015","45,321",.,.,.,.,.,.
42,115,PA,Susquehanna County,"6,018","5,157","6,879",14.4,12.3,16.5,"1,768","1,460","2,076",21.5,17.8,25.2,"1,164",915,"1,413",18.7,14.7,22.7,49244.00,"46,885","51,603",.,.,.,.,.,.
42,117,PA,Tioga County,"5,345","4,467","6,223",13.2,11,15.4,"1,525","1,199","1,851",18.6,14.6,22.6,"1,060",801,"1,319",17.9,13.5,22.3,45052.00,"43,358","46,746",.,.,.,.,.,.
42,119,PA,Union County,"4,843","3,828","5,858",13.5,10.7,16.3,"1,304","1,051","1,557",16.4,13.2,19.6,884,682,"1,086",14.8,11.4,18.2,49488.00,"46,581","52,395",.,.,.,.,.,.
42,121,PA,Venango County,"8,377","6,951","9,803",15.8,13.1,18.5,"2,669","2,171","3,167",25,20.3,29.7,"1,804","1,415","2,193",23,18,28,41736.00,"39,711","43,761",.,.,.,.,.,.
42,123,PA,Warren County,"5,692","4,684","6,700",14.2,11.7,16.7,"1,821","1,446","2,196",23.1,18.3,27.9,"1,226",937,"1,515",20.9,16,25.8,42043.00,"39,043","45,043",.,.,.,.,.,.
42,125,PA,Washington County,"22,123","19,083","25,163",10.9,9.4,12.4,"5,808","4,768","6,848",14.2,11.7,16.7,"3,918","3,113","4,723",12.9,10.3,15.5,54919.00,"53,163","56,675",.,.,.,.,.,.
42,127,PA,Wayne County,"5,659","4,443","6,875",11.8,9.3,14.3,"1,713","1,327","2,099",18.8,14.6,23,"1,167",866,"1,468",16.6,12.3,20.9,45807.00,"43,238","48,376",.,.,.,.,.,.
42,129,PA,Westmoreland County,"38,016","33,591","42,441",10.7,9.5,11.9,"10,754","9,303","12,205",15.9,13.8,18,"6,845","5,738","7,952",13.5,11.3,15.7,51412.00,"50,013","52,811",.,.,.,.,.,.
42,131,PA,Wyoming County,"3,093","2,493","3,693",11.3,9.1,13.5,944,741,"1,147",16.8,13.2,20.4,654,497,811,15.7,11.9,19.5,47012.00,"44,075","49,949",.,.,.,.,.,.
42,133,PA,York County,"46,480","41,219","51,741",10.8,9.6,12,"16,473","14,430","18,516",16.9,14.8,19,"10,530","8,882","12,178",14.6,12.3,16.9,56963.00,"55,076","58,850",.,.,.,.,.,.
44,0,RI,Rhode Island,"148,275","142,320","154,230",14.7,14.1,15.3,"46,149","43,377","48,921",22,20.7,23.3,"31,368","29,074","33,662",20.2,18.7,21.7,55015.00,"53,478","56,552","13,909","12,450","15,368",25.9,23.2,28.6
44,1,RI,Bristol County,"3,809","2,923","4,695",8.2,6.3,10.1,873,658,"1,088",9.1,6.9,11.3,595,427,763,7.8,5.6,10,68415.00,"63,453","73,377",.,.,.,.,.,.
44,3,RI,Kent County,"13,270","10,727","15,813",8.1,6.5,9.7,"3,583","2,730","4,436",11.3,8.6,14,"2,405","1,740","3,070",10.1,7.3,12.9,63232.00,"59,458","67,006",.,.,.,.,.,.
44,5,RI,Newport County,"8,015","6,565","9,465",10.1,8.3,11.9,"2,043","1,585","2,501",13.4,10.4,16.4,"1,353","1,010","1,696",11.7,8.7,14.7,67291.00,"63,248","71,334",.,.,.,.,.,.
44,7,RI,Providence County,"111,626","105,217","118,035",18.6,17.5,19.7,"37,239","34,372","40,106",28.5,26.3,30.7,"25,392","23,381","27,403",26.9,24.8,29,47642.00,"45,696","49,588",.,.,.,.,.,.
44,9,RI,Washington County,"11,554","9,610","13,498",9.6,8,11.2,"2,410","1,848","2,972",10.5,8,13,"1,623","1,191","2,055",9.1,6.7,11.5,69267.00,"64,716","73,818",.,.,.,.,.,.
45,0,SC,South Carolina,"858,553","842,448","874,658",18.5,18.2,18.8,"290,346","281,069","299,623",27.3,26.4,28.2,"194,639","186,768","202,510",25.2,24.2,26.2,44310.00,"43,669","44,951","92,264","87,512","97,016",32.1,30.4,33.8
45,1,SC,Abbeville County,"4,918","3,987","5,849",20.3,16.5,24.1,"1,528","1,212","1,844",28.4,22.5,34.3,"1,040",794,"1,286",26.2,20,32.4,36187.00,"32,906","39,468",.,.,.,.,.,.
45,3,SC,Aiken County,"29,553","25,580","33,526",18.3,15.8,20.8,"10,336","8,779","11,893",28.6,24.3,32.9,"7,086","5,912","8,260",26.7,22.3,31.1,43876.00,"40,932","46,820",.,.,.,.,.,.
45,5,SC,Allendale County,"3,616","2,857","4,375",42.4,33.5,51.3,"1,084",861,"1,307",56.1,44.6,67.6,757,582,932,53.3,41,65.6,25753.00,"23,165","28,341",.,.,.,.,.,.
45,7,SC,Anderson County,"31,258","27,213","35,303",16.7,14.5,18.9,"10,704","9,000","12,408",24.3,20.4,28.2,"7,108","5,922","8,294",21.8,18.2,25.4,41591.00,"39,637","43,545",.,.,.,.,.,.
45,9,SC,Bamberg County,"4,430","3,469","5,391",30.7,24,37.4,"1,349","1,059","1,639",43,33.7,52.3,920,694,"1,146",39.9,30.1,49.7,30762.00,"28,046","33,478",.,.,.,.,.,.
45,11,SC,Barnwell County,"5,455","4,399","6,511",25,20.2,29.8,"2,115","1,691","2,539",38.6,30.9,46.3,"1,383","1,040","1,726",34.6,26,43.2,31899.00,"29,127","34,671",.,.,.,.,.,.
45,13,SC,Beaufort County,"23,447","20,078","26,816",14.1,12.1,16.1,"8,133","6,852","9,414",23.9,20.1,27.7,"5,222","4,177","6,267",21.8,17.4,26.2,56354.00,"52,792","59,916",.,.,.,.,.,.
45,15,SC,Berkeley County,"29,750","25,972","33,528",15.7,13.7,17.7,"11,403","9,653","13,153",24.4,20.7,28.1,"7,843","6,507","9,179",23.6,19.6,27.6,50794.00,"48,204","53,384",.,.,.,.,.,.
45,17,SC,Calhoun County,"2,939","2,323","3,555",19.7,15.6,23.8,948,753,"1,143",30.6,24.3,36.9,658,504,812,28.8,22.1,35.5,40593.00,"37,002","44,184",.,.,.,.,.,.
